ะ,ITEM NO.,Name,Group,Order,Supplier,Q.,Unit PO, Cost PO,Q.,Unit For Stock, Cost For Stock,Q.,Unit For Recipe, Cost For Recipe,Price Update 
186,SS-0088,เฟรนต์มัสตาร์ด ขนาด 226 กรัม,SS,88,แม็คโคร,1,ขวด,  69.00 ,1,ขวด, ฿ 69.00 ,226,กรัม, ฿ 0.31 ,
188,SS-0089,ฟาร์มเฮ้าส์ ขนมปังแซนวิช 480 กรัม (สีแดง),SS,89,แม็คโคร,1,แพ็ค,  42.00 ,1,แพ็ค, ฿ 42.00 ,20,แผ่น, ฿ 2.10 ,
191,SS-0090,กระเทียมดอง ตราแม่จินต์ ขนาด 870 กรัม,SS,90,แม็คโคร,1,กระปุก,  99.00 ,1,กระปุก, ฿ 99.00 ,870,กรัม, ฿ 0.11 ,
192,SS-0091,แม่ประนอม น้ำพริกเผาไทย 513 กรัม x 2 ขวด,SS,91,แม็คโคร,1,แพ็ค,  237.00 ,2,ขวด, ฿ 118.50 ,513,กรัม, ฿ 0.23 ,
201,SS-0092,แยมสตอเบอรี่ Beat Foods 1.9 กรัม,SS,92,แม็คโคร,1,กระปุก,  190.00 ,1,กระปุก, ฿ 190.00 ,1900,กรัม, ฿ 0.10 ,
202,SS-0093,แยมสับปะรด Beat Foods 1.9 กิโลกรัม,SS,93,แม็คโคร,1,กระปุก,  138.00 ,1900,กรัม, ฿ 0.07 ,1900,กรัม, ฿ 0.00 ,
203,SS-0094,แยมบูลเบอรี่ Beat Foods 900 กรัม,SS,94,แม็คโคร,1,ถุง,  90.00 ,1,ถุง, ฿ 90.00 ,900,กรัม, ฿ 0.10 ,
41,FF-0225,เครื่องแกงกะทิ,FF,225,ป้าโต้ย,1,กิโล,  120.00 ,1,กิโล, ฿ 120.00 ,1000,กรัม, ฿ 0.12 ,28/12/25
,SS-0095,เต้าเจี้ียว,SS,95,นาโยง,1,ขวด,  24.00 ,1,ขวด, ฿ 24.00 ,100,ml\, ฿ 0.24 ,
211,SS-0096,ตั๋งฉาย,SS,96,ตลาดสด,1,ถุง,  12.00 ,100,ถุง, ฿ 0.12 ,100,กรัม, ฿ 0.00 ,
212,SS-0097,ฟาร์มเฮ้าส์ ขนมปังโฮลวีต 500 กรัม (สีเขียว),SS,97,แม็คโคร,1,แพ็ค,  46.00 ,1,แพ็ค, ฿ 46.00 ,20,แผ่น, ฿ 2.30 ,
216,SS-0098,ขนมม่อหลาว (1 กิโล 4 ถุงเล็ก),SS,98,โกจิ้ว,1,กิโล,  270.00 ,1,กิโล, ฿ 270.00 ,4,ถุงเล็ก, ฿ 67.50 ,
217,SS-0099,ขนมพริกไทย (1 ถุงใหญ่ 10 ถุงเล็ก),SS,99,ตลาดสด,1,ถุงใหญ่,  100.00 ,10,ถุงเล็ก, ฿ 10.00 ,80,กรัม, ฿ 0.13 ,
218,SS-0100,ขนมผิง (1 ถุงใหญ่ 10 ถุงเล็ก),SS,100,ตลาดสด,1,ถุงใหญ่,  100.00 ,10,ถุงเล็ก, ฿ 10.00 ,80,กรัม, ฿ 0.13 ,
221,SS-0101,ริทซ์ แครกเกอร์ 300 กรัม,SS,101,แม็คโคร,1,กล่อง,  56.00 ,1,กล่อง, ฿ 56.00 ,300,กรัม, ฿ 0.19 ,
224,SS-0102,เนสท์เล่ ซีเรียล โกโก้ ครั้นซ์ 1500 กรัม,SS,102,แม็คโคร,1,แพ็ค,  395.00 ,1,แพ็ค, ฿ 395.00 ,1500,กรัม, ฿ 0.26 ,
225,SS-0103,เคลล็อกส์ คอร์นเฟลกส์ 500 กรัม,SS,103,แม็คโคร,1,กล่อง,  114.00 ,1,กล่อง, ฿ 114.00 ,500,กรัม, ฿ 0.23 ,
230,SS-0104,เบสท์ฟู้ดส์ สเปรด รสส้ม 1.9 กิโลกรัม,SS,104,แม็คโคร,1,กระปุก,  190.00 ,1,กระปุก, ฿ 190.00 ,1900,กรัม, ฿ 0.10 ,
231,SS-0105,นูเทลล่า เฮเซลนัทบดผสมโกโก้ 680 กรัม,SS,105,แม็คโคร,1,กระปุก,  378.00 ,1,กระปุก, ฿ 378.00 ,680,กรัม, ฿ 0.56 ,
232,SS-0106,ฮวยซัวเกรดเอ 250 กรัม,SS,106,แม็คโคร,1,แพ็ค,  102.00 ,1,แพ็ค, ฿ 102.00 ,250,กรัม, ฿ 0.41 ,
233,SS-0107,เก๋ากี้ 500 กรัม,SS,107,แม็คโคร,1,แพ็ค,  255.00 ,1,แพ็ค, ฿ 255.00 ,500,กรัม, ฿ 0.51 ,
234,SS-0108,คริสโป มะกอกเขียวในน้ำเกลือ 907 กรัม,SS,108,แม็คโคร,1,ขวด,  126.00 ,1,ขวด, ฿ 126.00 ,907,กรัม, ฿ 0.14 ,
238,SS-0109,ทับทิม น้ำมันถั่วเหลือง 1 ลิตร x 3 ขวด,SS,109,แม็คโคร,1,ลัง,  575.00 ,12,ขวด, ฿ 47.92 ,1000,มล., ฿ 0.05 ,
240,SS-0110,ลาโมลิซาน่า เพนเน่ ลิเช่ เบอร์18 500 กรัม,SS,110,แม็คโคร,1,แพ็ค,  70.00 ,1,แพ็ค, ฿ 70.00 ,500,กรัม, ฿ 0.14 ,
241,SS-0111,สกิปปี้ เนยถั่วทาขนมปัง ชนิดบดหยาบ 510 กรัม,SS,111,แม็คโคร,1,กระปุก,  190.00 ,1,กระปุก, ฿ 190.00 ,510,กรัม, ฿ 0.37 ,
243,SS-0112,คอปป สกาย อาหารเช้าซีเรียล รสน้ำผึ้ง 70 กรัม x 3 ซอง,SS,112,แม็คโคร,1,แพ็ค,  50.00 ,3,ซอง, ฿ 16.67 ,70,กรัม, ฿ 0.24 ,
250,SS-0113,สตรอว์เบอร์รี่อบแห้ง,SS,113,Shopee,1,กิโล,  500.00 ,1,กิโล, ฿ 500.00 ,1000,กรัม, ฿ 0.50 ,
251,SS-0114,ทองม้วน,SS,114,SK SUPPLY,1,กล่อง,  180.00 ,1,กล่อง, ฿ 180.00 ,500,กรัม, ฿ 0.36 ,
256,SS-0115,ไชโป๊ว,SS,115,ตลาดสด,1,กิโล,  70.00 ,1,ถุง, ฿ 70.00 ,1000,กรัม, ฿ 0.07 ,24/3/25
257,SS-0116,เกลือ เม็ดใหญ่ 1000 กรัม,SS,116,แม็คโคร,1,แพ็ค,  22.00 ,1,แพ็ค, ฿ 22.00 ,1000,กรัม, ฿ 0.02 ,
258,SS-0117,เบสท์ฟู้ดส์ เรียล มายองเนส 1 กิโลกรัม,SS,117,แม็คโคร,1,แพ็ค,  145.00 ,1,แพ็ค, ฿ 145.00 ,1000,กรัม, ฿ 0.15 ,
260,SS-0118,แอปเปิ้ล หนังยางวงเล็ก สีแดง แพ็ค 500 กรัม,SS,118,แม็คโคร,1,แพ็ค,  65.00 ,1,แพ็ค, ฿ 65.00 ,500,กรัม, ฿ 0.13 ,
262,SS-0119,เอโร่ ลูกเกดเหลือง 1000 กรัม,SS,119,แม็คโคร,1,ถุง,  165.00 ,1,ถุง, ฿ 165.00 ,1000,กรัม, ฿ 0.17 ,
263,SS-0120,แม็กกี้ ซอสเหยาะจิ้ม ขวดเพ็ท 100 มล. x 8 ขวด,SS,120,แม็คโคร,1,แพ็ค,  139.00 ,8,ขวด, ฿ 17.38 ,100,ขวด, ฿ 0.17 ,
264,SS-0121,แม็กกาแรต ซีเรียล มูสลี่ มัลติ ฟรุต 1.5 กก.,SS,121,แม็คโคร,1,แพ็ค,  348.00 ,1,แพ็ค, ฿ 348.00 ,1500,กรัม, ฿ 0.23 ,
266,SS-0122,"น้ำตาลทรายธรรมชาติ มิตรผล ขนาด 1,000 กรัม (ไม่ฟอกสี)",SS,122,แม็คโคร,1,ถุง,  42.00 ,1,ถุง, ฿ 42.00 ,1000,กรัม, ฿ 0.04 ,
164,FF-0226,เครื่องแกงคั่ว,FF,226,ป้าโต้ย,1,กิโล,  120.00 ,1,กิโล, ฿ 120.00 ,1000,กรัม, ฿ 0.12 ,
,SS-0123,เครื่องแกงส้ม,SS,123,ป้าโต้ย,1,กิโล,  120.00 ,1,กรัม, ฿ 120.00 ,1000,กรัม, ฿ 0.12 ,28/12/25
270,SS-0124,พัดโบก แป้งเค้ก 1 กิโลกรัม,SS,124,แม็คโคร,1,ถุง,  48.00 ,1,ถุง, ฿ 48.00 ,1000,กรัม, ฿ 0.05 ,
271,SS-0125,พริกไทยขาวป่น save pak 40กรัม*6ขวด,SS,125,แม็คโคร,1,แพ็ค,  34.00 ,6,ขวด, ฿ 5.67 ,40,กรัม, ฿ 0.14 ,
274,SS-0126,โบโนมิ บิสกิต เลดีฟิงเกอร์ 500 กรัม,SS,126,แม็คโคร,1,แพ็ค,  280.00 ,1,แพ็ค, ฿ 280.00 ,500,กรัม, ฿ 0.56 ,
281,SS-0127,เคยฉลู 100 กรัม,SS,127,ตลาดสด,1,ถุง,  25.00 ,1,ถุง, ฿ 25.00 ,100,กรัม, ฿ 0.25 ,
290,SS-0128,คนอร์ แป้งข้าวโพด 700 กรัม,SS,128,แม็คโคร,1,ถุง,  48.00 ,1,ถุง, ฿ 48.00 ,700,กรัม, ฿ 0.07 ,
291,SS-0129,กระเพาะปลาแห้งแบบหลอด,SS,129,ตลาดสด,1,ถุง,  350.00 ,1,ถุง, ฿ 350.00 ,500,กรัม, ฿ 0.70 ,
292,SS-0130,ปลากรอบ,SS,130,ตลาดสด,1,กิโล,  211.00 ,1,กิโล, ฿ 211.00 ,1000,กรัม, ฿ 0.21 ,
294,SS-0131,ตรามังกรคู่ น้ำมันงาจีน 630 มล.,SS,131,แม็คโคร,1,ขวด,  155.00 ,1,ขวด, ฿ 155.00 ,630,กรัม, ฿ 0.25 ,
297,SS-0132,เอโร่ ไม้จิ้มหัวน๊อต ขนาด 12 ซม. แพ็ค 100 ชิ้น,SS,132,แม็คโคร,1,กล่อง,  69.00 ,1,กล่อง, ฿ 69.00 ,100,ชิ้น, ฿ 0.69 ,
298,SS-0133,เกลือแกง (ถุงสีชมพู),SS,133,ตลาดสด,1,ถุง,  3.00 ,1,ถุง, ฿ 3.00 ,1,ถุง, ฿ 3.00 ,
300,SS-0134,COCO CHEX เคลล็อกส์ ซีเรียล โกโก้ เชคส์ 330 กรัม,SS,134,แม็คโคร,1,กล่อง,  120.00 ,330,กรัม, ฿ 0.36 ,1,กรัม, ฿ 0.36 ,
303,SS-0135,ใบชะมวง,SS,135,ตลาดสด,1,มัด,  12.00 ,1,มัด, ฿ 12.00 ,100,กรัม, ฿ 0.12 ,
304,SS-0136,ท็อปเชฟ สาหร่ายทะเลแห้ง 150 กรัม (แกงจืด),SS,136,แม็คโคร,1,แพ็ค,  139.00 ,1,แพ็ค, ฿ 139.00 ,150,กรัม, ฿ 0.93 ,
308,SS-0137,แป้งลอดช่องสิงคโปร์ 500 กรัม แช่แข็ง (มีครองแครงด้วย),SS,137,แม็คโคร,1,แพ็ค,  49.00 ,1,แพ็ค, ฿ 49.00 ,500,กรัม, ฿ 0.10 ,
309,SS-0138,ทาบาสโก้ ฮาบาเน่โรซอส 60 มิลลิลิตร,SS,138,แม็คโคร,1,ขวด,  80.00 ,1,ขวด, ฿ 80.00 ,60,กรัม, ฿ 1.33 ,
310,SS-0139,ลีแอนด์เพอร์รินซอสเปรี้ยววูตเตอร์ 150ซีซี,SS,139,TOPS,1,ขวด,  89.00 ,1,ขวด, ฿ 89.00 ,150,กรัม, ฿ 0.59 ,
312,SS-0140,แม็กกาแรต ผงเบคกิ้งโซดา 300 กรัม,SS,140,แม็คโคร,1,ถุง,  28.00 ,1,ถุง, ฿ 28.00 ,300,กรัม, ฿ 0.09 ,
313,SS-0141,เอโร่ ถ้วยซอสเพ็ท พร้อมฝา 1 ออนซ์ x 100 ใบ,SS,141,แม็คโคร,1,แพ็ค,  55.00 ,1,แพ็ค, ฿ 55.00 ,100,ใบ, ฿ 0.55 ,26/03/26
316,SS-0142,เต้าหู้ทอด,SS,142,ตลาดสด,1,ก้อน,  8.00 ,1,ก้อน, ฿ 8.00 ,1,ก้อน, ฿ 8.00 ,
319,SS-0143,กุ้งเสียบ,SS,143,ตลาดสด,1,กิโล,  700.00 ,1,กิโล, ฿ 700.00 ,1000,กรัม, ฿ 0.70 ,26/03/26
320,SS-0144,กุ้งแห้ง,SS,144,ตลาดสด,1,กิโล,  550.00 ,1,กิโล, ฿ 550.00 ,1000,กรัม, ฿ 0.55 ,
321,SS-0145,มะกรูด,SS,145,ตลาดสด,1,ลูก,  5.00 ,1,ลูก, ฿ 5.00 ,1,ลูก, ฿ 5.00 ,
326,SS-0146,ผงลาบสำเร็จรูป   คนอร์,SS,146,ตลาดสด,1,ถุง,  15.00 ,1,ถุง, ฿ 15.00 ,30,กรัม, ฿ 0.50 ,
331,SS-0147,กุ้งแห้งฝอย,SS,147,ตลาดสด,1,กรัม,  25.00 ,1,กรัม, ฿ 25.00 ,100,กรัม, ฿ 0.25 ,
332,SS-0148,กีวีอบแห้ง 1 กิโล,SS,148,Shopee,1,กิโล,  200.00 ,1,กิโล, ฿ 200.00 ,1000,กรัม, ฿ 0.20 ,
333,SS-0149,แป้งอเนกประสงค์ ตราว่าว 1 กิโล,SS,149,SK SUPPLY,1,ถุง,  33.00 ,1,ถุง, ฿ 33.00 ,1000,กรัม, ฿ 0.03 ,
334,SS-0150,CACAO BERRY ดาร์กช็อกโกแลต 70% 250 กรัม,SS,150,SK SUPPLY,1,ถุง,  165.00 ,1,ถุง, ฿ 165.00 ,250,กรัม, ฿ 0.66 ,
335,SS-0151,ผงโกโก้ ชนิดสีเข้ม ตราริช 500 กรัม,SS,151,SK SUPPLY,1,ถุง,  95.00 ,1,ถุง, ฿ 95.00 ,500,กรัม, ฿ 0.19 ,
336,SS-0152,อัลมอนด์สติ๊ก 200 กรัม,SS,152,SK SUPPLY,1,ถุง,  82.00 ,1,ถุง, ฿ 82.00 ,200,กรัม, ฿ 0.41 ,
339,SS-0153,เอโร่ เม็ดมะม่วงหิมพานต์ แบบเต็มเม็ด,SS,153,แม็คโคร,1,แพ็ค,  318.00 ,1,แพ็ค, ฿ 318.00 ,800,กรัม, ฿ 0.40 ,26/03/26
340,SS-0154,เซพแพ็ค สลัดครีมไขมันต่ำ,SS,154,แม็คโคร,1,ถุง,  75.00 ,1,ถุง, ฿ 75.00 ,1000,กรัม, ฿ 0.08 ,26/03/26
341,SS-0155,เพียวฟู้ดส์ น้ำสลัดงาซีอิ๊วญี่ปุ่น 850 กรัม,SS,155,แม็คโคร,1,ถุง,  119.00 ,1,ถุง, ฿ 119.00 ,850,กรัม, ฿ 0.14 ,
,SS-0156,ลี แอนด์ เพอร์รินส์ วูสเตอร์ไชร์ ซอสเปรี้ยว,SS,156,Tesco,1,ขวด,  90.00 ,1,ขวด, ฿ 90.00 ,150,กรัม, ฿ 0.60 ,
343,SS-0157,เอโร่ ผักรวมแช่แข็ง 1000 กรัม,SS,157,แม็คโคร,1,แพ็ค,  69.00 ,1,แพ็ค, ฿ 69.00 ,1000,กรัม, ฿ 0.07 ,
346,SS-0158,บีเคพี ซอสบาร์บีคิว 1000 กรัม,SS,158,แม็คโคร,1,ถุง,  119.00 ,1,ถุง, ฿ 119.00 ,1000,กรัม, ฿ 0.12 ,
348,SS-0159,ผงปาปิก้า  200 กรัม ตรามือที่ 1,SS,159,แม็คโคร,1,ถุง,  75.00 ,1,ถุง, ฿ 75.00 ,200,กรัม, ฿ 0.38 ,
349,SS-0160,ส้อมพลาสติกจิ้มผลไม้ สีใส,SS,160,SK SUPPLY,1,ถุง,  12.00 ,1,ถุง, ฿ 12.00 ,100,ชิ้น, ฿ 0.12 ,
354,SS-0161,อิมพีเรียล น้ำเชื่อมกลิ่นเมเปิ้ล 700 มิลลิลิตร,SS,161,แม็คโคร,1,ขวด,  92.00 ,1,ขวด, ฿ 92.00 ,700,กรัม, ฿ 0.13 ,26/03/26
357,SS-0162,ลูกชิ้นปลากลม 500 กรัม,SS,162,ตลาดสด,1,ถุง,  45.00 ,1,ถุง, ฿ 45.00 ,500,กรัม, ฿ 0.09 ,
358,SS-0163,เครื่องแกงเขียวหวาน,SS,163,ป้าโต้ย,1,กิโล,  160.00 ,1,กิโล, ฿ 160.00 ,100,กรัม, ฿ 1.60 ,
361,SS-0164,มหาชัย ก๋วยเตี๋ยวเส้นผัดไทยาว 1 กิโล,SS,164,แม็คโคร,1,แพ็ค,  38.00 ,1,แพ็ค, ฿ 38.00 ,1000,กรัม, ฿ 0.04 ,
363,SS-0165,มะพร้าวคั่วแบบเส้น (เมี่ยงคำ),SS,165,ตลาดสด,1,ถุง,  40.00 ,1,ถุง, ฿ 40.00 ,1,ถุง, ฿ 40.00 ,
365,SS-0166,แผ่นฟองเต้าหู้,SS,166,ตลาดสด,1,แผ่น,  10.00 ,1,แผ่น, ฿ 10.00 ,1,แผ่น, ฿ 10.00 ,
366,SS-0167,เอโร่ ไม้เสียบอาหาร ขนาด 6 นิ้ว 500 กรัม แพ็ค 2 ห่อ,SS,167,ตลาดสด,1,แพ็ค,  46.00 ,2,ห่อ, ฿ 23.00 ,500,กรัม, ฿ 0.05 ,
367,SS-0168,กือโป้ะ,SS,168,ตลาดสด,1,ถุง,  100.00 ,1,ถุง, ฿ 100.00 ,1,ถุง, ฿ 100.00 ,
370,SS-0169,เต้าเจี้ยวขาว,SS,169,ตลาดสด,1,ขวด,  20.00 ,1,ขวด, ฿ 20.00 ,400,กรัม, ฿ 0.05 ,
375,SS-0170,ซีเล็ค ทูน่าสเต็กในน้ำแร่ 165 กรัม x 4 กระป๋อง,SS,170,แม็คโคร,1,แพ็ค,  172.00 ,4,กระป๋อง, ฿ 43.00 ,165,กรัม, ฿ 0.26 ,
378,SS-0171,ไร่ทิพย์ ถั่วลิสงป่น 500 กรัม,SS,171,แม็คโคร,1,ถุง,  42.00 ,1,ถุง, ฿ 42.00 ,500,กรัม, ฿ 0.08 ,
379,SS-0172,ศิริเรืองอำไพ พริกชี้ฟ้าแห้งเด็ดก้าน 100 กรัม,SS,172,แม็คโคร,1,แพ็ค,  22.00 ,1,แพ็ค, ฿ 22.00 ,100,กรัม, ฿ 0.22 ,
380,SS-0173,ศรีราชาพานิช ซอสพริกเผ็ดกลาง 900 กรัม,SS,173,แม็คโคร,1,ถุง,  47.00 ,1,ถุง, ฿ 47.00 ,900,กรัม, ฿ 0.05 ,
384,SS-0174,โบนัส น้ำมันปาล์ม ปี๊บ 13.75 ลิตร,SS,174,แม็คโคร,1,ปิ๊บ,  920.00 ,1,ปิ๊บ, ฿ 920.00 ,1375,มล., ฿ 0.67 ,
385,SS-0175,ช้างสามเศียร เม็ดบัวลอย 500 กรัม,SS,175,แม็คโคร,1,แพ็ค,  45.00 ,1,แพ็ค, ฿ 45.00 ,500,กรัม, ฿ 0.09 ,
386,SS-0176,เส้นฟูซิลี่ข้าวสีนิลออร์แกนิค ตรามายช้อยส์,SS,176,Tops,1,กล่อง,  75.00 ,1,กล่อง, ฿ 75.00 ,250,กรัม, ฿ 0.30 ,
387,SS-0177,มันกุ้งเสวย ตราพ่อขวัญ,SS,177,Tops,1,กระปุก,  99.00 ,1,กระปุก, ฿ 99.00 ,100,กรัม, ฿ 0.99 ,
388,SS-0178,กระดาษไข ห่อขนม แบบลาย food grade,SS,178,SK SUPPLY,1,แพ็ค,  75.00 ,1,แพ็ค, ฿ 75.00 ,100,ใบ, ฿ 0.75 ,
389,SS-0179,เทปกาวย่น 24 มม X 20 หลา,SS,179,แม็คโคร,1,แพ็ค,  99.00 ,1,แพ็ค, ฿ 99.00 ,6,ม้วน, ฿ 16.50 ,
390,SS-0180,วุ้นเส้นตรากิเลนคู่ 500 กรัม,SS,180,แม็คโคร,1,แพ็ค,  20.00 ,1,แพ็ค, ฿ 20.00 ,500,กรัม, ฿ 0.04 ,
391,SS-0181,ไม่มีรายการ แต่รหัสรันไปแล้ว,SS,181,แม็คโคร,1,แพ็ค,  50.00 ,1,แพ็ค, ฿ 50.00 ,500,กรัม, ฿ 0.10 ,
392,SS-0182,Balsamic Vinegar,SS,182,แม็คโคร,1,ขวด,  270.00 ,1,ขวด, ฿ 270.00 ,500,กรัม, ฿ 0.54 ,
393,SS-0183,ตรานางเงือก ผงวุ้น ซองสีเขียว 25 กรัม x 2 ซอง,SS,183,แม็คโคร,1,แพ็ค,  80.00 ,2,ซอง, ฿ 40.00 ,1,ซอง, ฿ 40.00 ,
394,SS-0184,ฟู้ดเทค โปรตีนถั่วเหลือง เบอร์ 4 1000 กรัม,SS,184,แม็คโคร,1,แพ็ค,  120.00 ,1,แพ็ค, ฿ 120.00 ,1000,กรัม, ฿ 0.12 ,
395,SS-0185,ฟู้ดเทค โปรตีนถั่วเหลืองเส้น 1000 กรัม,SS,185,แม็คโคร,1,แพ็ค,  129.00 ,1,แพ็ค, ฿ 129.00 ,1000,กรัม, ฿ 0.13 ,
396,SS-0186,น้ำจิ้มบ๊วย ตราเซพแพ็ค,SS,186,แม็คโคร,1,แพ็ค,  32.00 ,1,แพ็ค, ฿ 32.00 ,1000,กรัม, ฿ 0.03 ,
397,SS-0187,เพียวฟู้ดส์ น้ำสลัดครีมงาคั่วสไตล์ญี่ปุ่น 850 กรัม,SS,187,แม็คโคร,1,แพ็ค,  159.00 ,1,แพ็ค, ฿ 159.00 ,850,กรัม, ฿ 0.19 ,
398,SS-0188,เอโร่ น้ำสลัดครีมสูตรเจ 1000 กรัม,SS,188,แม็คโคร,1,แพ็ค,  70.00 ,1,แพ็ค, ฿ 70.00 ,1000,กรัม, ฿ 0.07 ,
399,SS-0189,ถ้วยเฟสท์ช้อยส์ 850 มล.,SS,189,SK,1,แพ็ค,  120.00 ,1,แพ็ค, ฿ 120.00 ,50,ใบ, ฿ 2.40 ,
400,SS-0190,ถุง PE หูหิ้ว 8X16 นิ้ว,SS,190,SK,1,แพ็ค,  75.00 ,1,แพ็ค, ฿ 75.00 ,1,ใบ, ฿ 75.00 ,
401,SS-0191,กล่องอาหาร 2 ชั้น ตราเอโร่ 750 มล,SS,191,แม็คโคร,1,แพ็ค,  99.00 ,1,แพ็ค, ฿ 99.00 ,25,ใบ, ฿ 3.96 ,
402,SS-0192,ชุดช้อนส้อมใส ขนาด 15 ซม.,SS,192,แม็คโคร,1,แพ็ค,  59.00 ,1,แพ็ค, ฿ 59.00 ,100,ชิ้น, ฿ 0.59 ,
403,SS-0193,เกรซซิมเปิล ถาด 25 X 19 ซม,SS,193,แม็คโคร,1,แพ็ค,  220.00 ,1,แพ็ค, ฿ 220.00 ,50,ชิ้น, ฿ 4.40 ,
404,SS-0194,aRO น้ำสลัดงาคั่วญี่ปุ่น ขนาด 500 กรัม,SS,194,แม็คโคร,1,แพ็ค,  89.00 ,1,แพ็ค, ฿ 89.00 ,25,ชิ้น, ฿ 3.56 ,
405,SS-0195,เอโร่ ตะเกียบไม้ไผ่ 22 ซม. ห่อพลาสติก แพ็ค 100 คู่,SS,195,แม็คโคร,1,แพ็ค,  35.00 ,1,แพ็ค, ฿ 35.00 ,100,คู่, ฿ 0.35 ,
406,SS-0196,ถ้วย PP No.777 ฝาฉีกทอง  5-6 OZ 20 ใบ,SS,196,SK SUPPLY,1,แพ็ค,  45.00 ,1,แพ็ค, ฿ 45.00 ,20,ใบ, ฿ 2.25 ,
407,SS-0197,ถาดเกี่ยว กระดาษน้ำตาลใหญ่ 4.5X7.5 นิ้ว 100 ใบ,SS,197,SK SUPPLY,1,แพ็ค,  106.00 ,1,แพ็ค, ฿ 106.00 ,100,ใบ, ฿ 1.06 ,
408,SS-0198,ซีอิ๊วดำฉลากส้ม ตราเด็กสมบูรณ์ ขนาด 940ก.,SS,198,แม็คโคร,1,ขวด,  75.00 ,1,ขวด, ฿ 75.00 ,940,กรัม, ฿ 0.08 ,
409,SS-0199,ภูเขาทอง ซอสปรุงรส ฝาเขียว 1 ลิตร x 3 ขวด,SS,199,แม็คโคร,1,แพ็ค,  147.00 ,3,ขวด, ฿ 49.00 ,1000,กรัม, ฿ 0.05 ,
410,SS-0200,"เด็กสมบูรณ์ ซีอิ๊วขาวสูตร1 1,000 มล.",SS,200,แม็คโคร,1,ขวด,  59.00 ,1,ขวด, ฿ 59.00 ,1000,กรัม, ฿ 0.06 ,
411,SS-0201,ARO น้ำสลัดงาคั่วญี่ปุ่น ขนาด 500 กรัม,SS,201,แม็คโคร,1,แพ็ค,  63.00 ,1,แพ็ค, ฿ 63.00 ,500,กรัม, ฿ 0.13 ,27/3/26
412,SS-0202,เกรซ ซิมเปิล จานวงรีขอบสี่เหลี่ยม ขนาด 6.5 นิ้ว x 50 ใบ,SS,202,แม็คโคร,1,แพ็ค,  90.00 ,50,ใบ, ฿ 1.80 ,1,ใบ, ฿ 1.80 ,
413,SS-0203,Super Pack กระดาษ 160 CC ขาวล้วน 50 ใบ,SS,203,SK,1,แพ็ค,  47.00 ,50,ใบ, ฿ 0.94 ,1,ใบ, ฿ 0.94 ,
414,SS-0204,พริกแกงกะทิ (เจ),SS,204,สลักศิลป์,1,แพ็ค,  18.00 ,1,แพ็ค, ฿ 18.00 ,100,กรัม, ฿ 0.18 ,
415,SS-0205,สีผสมอาหารตราวินเนอร์สีส้ม,SS,205,SK,1,ขวด,  16.00 ,1,ขวด, ฿ 16.00 ,28,กรัม, ฿ 0.57 ,
416,SS-0206,ทิพรส น้ำปลาแท้ ขวดเพ็ท 1500 มล,SS,206,แม็คโคร,1,ขวด,  52.00 ,1,ขวด, ฿ 52.00 ,1500,กรัม, ฿ 0.03 ,
417,SS-0207,เด็กสมบูรณ์ ซอสเปรี้ยว จิ๊กโฉ่ว เจ 700 มล.,SS,207,Big C,1,ขวด,  46.00 ,1,ขวด, ฿ 46.00 ,700,กรัม, ฿ 0.07 ,
418,SS-0208,ยี่หร่า,SS,208,แม็คโคร,1,แพ็ค,  67.00 ,1,แพ็ค, ฿ 67.00 ,300,กรัม, ฿ 0.22 ,
419,SS-0209,เต้าหู้ยี้แดง,SS,209,ตลาดสด,1,กระปุก,  35.00 ,1,กระปุก, ฿ 35.00 ,300,กรัม, ฿ 0.12 ,28/3/25
420,SS-0210,พริกเเกงเผ็ด,SS,210,ตลาดสด,1,กิโล,  130.00 ,1,กิโล, ฿ 130.00 ,1000,กรัม, ฿ 0.13 ,
421,SS-0211,เม็ดผักชี 250 กรัม,SS,211,แม็คโคร,1,แพ็ค,  35.00 ,1,แพ็ค, ฿ 35.00 ,250,กรัม, ฿ 0.14 ,
422,SS-0212,เบสท์ฟู้ดส์ ผงฟู,SS,212,แม็คโคร,1,แพ็ค,  110.00 ,1,แพ็ค, ฿ 110.00 ,1000,กรัม, ฿ 0.11 ,
423,SS-0213,CACAO BERRY ดาร์กช็อกโกแลต 70% 250 กรัม,SS,213,SK SUPPLY,1,แพ็ค,  165.00 ,1,แพ็ค, ฿ 165.00 ,250,กรัม, ฿ 0.66 ,
424,SS-0214,สังขยาไข่,SS,214,ซินจิว,1,กระปุก,  150.00 ,1,กระปุก, ฿ 150.00 ,500,กรัม, ฿ 0.30 ,
425,SS-0215,ซันไลต์ น้ำยาล้างจาน เลมอนเทอร์โบ ขนาด 3600 มล.,SS,215,แม็คโคร,1,แกลลอน,  162.00 ,1,แกลลอน, ฿ 162.00 ,3600,มล., ฿ 0.05 ,
426,SS-0216,ช้างสามเศียร แป้งข้าวเจ้า 1 กก.,SS,216,แม็คโคร,1,ถุง,  36.00 ,1,ถุง, ฿ 36.00 ,1000,กรัม, ฿ 0.04 ,
427,SS-0217,มะพร้าวขูดขาว (ทำขนม),SS,217,ตลาดสด,1,กิโล,  90.00 ,1,กิโล, ฿ 90.00 ,1000,กรัม, ฿ 0.09 ,26/03/26
